x,y,z,colorb_v,colorv_i,lum,Mv,mv,hipno,vx,vy,vz,speed,starname
-144.26,-278.27,-92.47,1.05,1.02,0.429,0.9,8.5,32045,-0.75,-24.53,1.42,24.59,"0641-3328"
-235.09,-133.27,-4.43,1.21,1.17,1.02,-0.0,7.1,32062,-6.31,4.79,4.96,9.35,"0641+0234"
-88.17,-74.11,-12.64,1.52,1.65,1.11,-0.1,5.2,32064,28.96,-9.45,13.35,33.26,"0641-0910"
-897.10,-441.61,13.93,-0.08,-0.06,28.6,-3.6,6.4,32067,-20.19,10.62,16.57,28.20,"0641+0621"
-154.28,-85.43,-1.84,0.12,0.13,0.471,0.8,7.0,32072,-17.51,-14.91,-7.15,24.09,"0642+0314"
-195.16,-148.82,-20.82,-0.14,-0.14,0.927,0.1,7.0,32080,-9.46,3.34,-1.42,10.13,"0642-0606"
-864.11,-53.40,183.33,2.42,2.42,4,-1.5,8.2,32083,-4.31,-3.31,5.31,7.60,"0642+3127"
-228.01,-293.88,-78.86,-0.13,-0.13,0.824,0.2,8.1,32084,-6.44,8.07,-0.39,10.33,"0642-2226"
-362.16,-57.72,60.85,1.62,1.86,1.59,-0.5,7.3,32086,1.78,-2.86,-12.74,13.18,"0642+2528"
-317.55,-278.75,-50.33,0.29,0.33,0.552,0.6,8.8,32088,-13.86,5.58,5.83,16.04,"0642-1029"
-33.29,-80.16,-28.41,0.35,0.41,0.257,1.5,6.3,32091,-16.62,-37.48,-18.00,44.78,"0642-3824"
-903.78,-427.35,23.48,1.63,1.64,18,-3.1,6.9,32094,38.66,-21.32,10.50,45.38,"0642+0723"
-100.83,-16.26,16.90,0.45,0.52,0.0318,3.7,8.8,32095,9.68,21.61,6.93,24.67,"0642+2521"
-40.80,-11.83,4.48,0.06,0.06,0.152,2.0,5.2,32104,-1.05,-4.52,2.35,5.20,"0642+1739 26 Gem"
-15.92,-47.88,-17.89,0.60,0.67,0.0191,4.3,7.9,32111,-9.06,6.32,-9.68,14.69,"0642-4234"
-216.45,-286.79,-77.90,-0.13,-0.12,2.01,-0.8,7.1,32112,-14.29,7.12,0.41,15.97,"0642-2313"
-862.29,-506.01,-20.35,0.15,0.16,7.05,-2.1,7.9,32137,-11.65,12.19,8.61,18.94,"0642+0142"
-29.29,-37.85,-10.04,0.32,0.37,0.0749,2.8,6.3,32144,-38.24,-1.58,-3.29,38.41,"0642-2227"
-82.21,-449.62,-183.71,-0.14,-0.13,3.78,-1.4,7.0,32148,-19.99,4.54,-8.82,22.32,"0642-5027"
-88.53,13.73,27.83,1.48,1.50,0.848,0.2,5.0,32173,74.70,0.48,-38.48,84.03,"0643+4431 psi4 Aur"
-221.37,-124.14,-2.07,1.37,1.28,2.17,-0.8,6.2,32177,-10.47,-12.86,12.16,20.56,"0643+0302"
-964.68,-227.49,132.82,0.67,0.73,1.21,-0.2,9.8,32180,-37.96,17.01,10.06,42.80,"0643+2056"
-509.41,-424.75,-67.34,3.10,3.11,0.483,0.8,9.9,32187,-35.46,-1.27,1.83,35.53,"0643-0845"
-141.91,4.25,36.65,1.03,1.00,0.705,0.4,6.2,32190,52.28,-7.10,6.76,53.19,"0643+3709"
-216.55,-108.24,4.12,0.03,0.11,0.417,0.9,7.9,32196,-2.68,5.92,-2.59,6.99,"0643+0607"
-59.10,-148.60,-52.59,0.26,0.29,0.856,0.2,6.3,32208,16.68,4.73,-2.03,17.46,"0643-3912"
-262.45,-132.67,4.59,1.00,0.98,1.18,-0.2,7.2,32212,-32.31,7.51,-14.10,36.04,"0643+0550"
-252.02,-102.37,15.86,0.27,0.31,0.212,1.7,8.9,32220,15.07,20.37,2.72,25.48,"0643+1109"
27.95,-111.96,-57.37,0.96,1.00,0.475,0.8,6.4,32222,73.28,16.50,0.74,75.12,"0643-7307"
-878.45,-477.84,1.08,-0.05,-0.02,44.5,-4.1,5.9,32226,-16.08,-10.61,-1.46,19.32,"0643+0356"
-888.05,-459.59,12.08,-0.06,-0.03,2.19,-0.8,9.2,32233,1.38,-1.20,17.28,17.38,"0643+0516"
-269.33,-45.24,46.33,1.38,1.22,45.8,-4.2,3.1,32246,-0.13,2.11,-5.32,5.73,"0643+2508 eps Gem Mebsuta"
-79.12,-29.26,6.45,1.17,1.11,1.14,-0.1,4.5,32249,2.30,-6.47,-1.88,7.12,"0643+1314 30 Gem"
-199.82,-103.88,2.99,0.40,0.46,0.2,1.7,8.5,32257,32.46,-19.60,-10.81,39.43,"0644+0512"
-67.37,21.20,26.28,1.09,1.05,0.175,1.9,6.3,32261,-33.38,-47.71,3.77,58.35,"0644+5318"
-269.97,3.06,68.54,0.07,0.07,2.2,-0.9,6.4,32268,26.02,12.93,9.85,30.68,"0644+3607"
-143.14,12.40,41.23,1.59,2.59,0.41,1.0,6.8,32275,-53.85,-75.43,-35.24,99.15,"0644+4037"
-289.12,111.97,122.41,1.66,2.10,1.93,-0.7,6.9,32284,-22.20,-7.62,15.18,27.95,"0644+5655"
-204.83,-106.64,3.31,1.03,1.01,0.678,0.4,7.2,32290,-17.32,10.29,11.35,23.12,"0644+0512"
-380.25,-672.79,-206.79,-0.13,-0.12,51.8,-4.3,5.2,32292,-30.13,0.30,-2.90,30.27,"0644-3104 FT CMa"
-41.12,46.06,30.94,0.18,0.20,0.108,2.4,6.6,32296,-7.15,6.80,12.57,15.98,"0644+8206"
-380.03,-234.06,-9.74,0.02,0.04,1.47,-0.4,7.8,32300,13.63,17.28,7.74,23.33,"0644+0035"
-421.36,-107.31,57.49,-0.08,-0.06,0.649,0.5,8.7,32302,6.98,12.09,4.25,14.60,"0644+1959"
-170.39,-18.15,34.65,1.45,1.34,2.08,-0.8,5.4,32311,-7.31,-0.97,-4.22,8.50,"0644+2858 28 Gem"
-16.27,12.26,9.57,1.36,1.60,0.000217,9.2,10.9,32313,-23.61,-29.76,-19.28,42.60,"0644+7153"
-372.58,56.92,119.05,1.22,1.18,3.45,-1.3,6.6,32315,-16.71,-10.25,5.17,20.27,"0644+4430"
-875.43,-483.34,3.65,0.11,0.12,8.87,-2.4,7.6,32318,-27.56,-1.35,-0.88,27.61,"0644+0340"
-89.79,39.52,40.27,0.39,0.45,0.167,1.9,7.1,32320,46.87,6.19,-7.84,47.92,"0644+5926"
-14.08,-21.70,-6.17,0.55,0.64,0.019,4.3,6.4,32322,-15.07,42.21,24.51,51.08,"0644-2721"
-467.71,-288.12,-11.24,0.44,0.51,0.608,0.5,9.2,32327,-20.82,-2.99,11.33,23.89,"0644+0037"
33.31,-170.31,-84.58,1.33,1.23,1.35,-0.3,6.1,32332,1.93,15.80,-7.07,17.41,"0644-7026"
-302.09,-125.88,19.82,0.72,0.78,0.678,0.4,8.0,32337,-13.15,-15.11,4.13,20.46,"0644+1045"
-137.33,-238.95,-72.19,-0.11,-0.10,1.98,-0.7,6.5,32339,-5.68,9.36,-4.00,11.66,"0645-3035"
-1.77,-1.91,-0.41,0.01,-0.02,0.262,1.5,-1.4,32349,24.32,15.62,-4.26,29.21,"0645-1643 alf CMa Sirius"
-81.51,-338.39,-130.56,-0.16,-0.14,1.79,-0.6,7.2,32354,-2.21,18.47,8.46,20.43,"0645-4713"
-16.35,-6.19,1.38,0.44,0.48,0.141,2.1,3.4,32362,-13.93,-3.68,-6.36,15.75,"0645+1254 xi Gem Alzirr"
-345.73,391.87,262.48,1.24,1.20,1.21,-0.2,8.6,32363,-10.56,12.44,12.87,20.78,"0645+8225"
-51.67,0.01,13.10,0.67,0.73,0.00842,5.2,8.8,32364,-40.23,-42.55,18.54,61.42,"0645+3532"
-11.26,-20.56,-6.32,0.49,0.57,0.0252,4.0,5.9,32366,19.66,-14.81,-35.93,43.55,"0645-3148"
-87.94,-118.65,-30.63,1.21,1.12,0.873,0.1,6.0,32368,-27.54,2.05,-5.53,28.17,"0645-2328"
-970.34,-172.85,169.01,1.65,1.67,16.6,-3.0,7.0,32369,-10.39,-1.64,4.62,11.49,"0645+2440"
-88.00,-8.91,18.37,0.56,0.63,0.042,3.4,8.2,32378,-56.11,-14.56,-5.37,58.21,"0645+2921"
-42.70,6.28,13.65,0.61,0.68,0.0211,4.2,7.5,32382,1.71,-33.48,22.78,40.53,"0645+4414"
-231.19,-408.62,-123.40,-0.14,-0.13,13.3,-2.8,5.6,32385,-3.84,16.50,2.88,17.18,"0645-3057"
-271.14,-35.02,53.38,1.34,1.30,1.62,-0.5,6.7,32389,43.39,22.30,-6.33,49.19,"0645+2740"
-283.33,-350.85,-83.98,1.27,1.18,2.22,-0.9,7.4,32393,-7.95,3.83,-5.30,10.29,"0645-2051"
-779.66,-451.39,-1.67,-0.06,-0.04,10.5,-2.6,7.2,32397,-15.56,-5.77,-4.48,17.19,"0645+0229"
-55.74,-387.25,-157.99,1.55,1.53,8.44,-2.3,5.8,32402,-13.18,-2.11,-2.92,13.66,"0645-5225"
-325.43,-124.84,27.70,0.34,0.40,3.16,-1.2,6.5,32404,1.77,10.53,2.89,11.06,"0645+1242 32 Gem"
-147.30,-118.67,-15.05,0.04,0.06,0.506,0.7,7.1,32407,15.45,22.22,4.47,27.43,"0645-0720"
-178.60,-291.62,-83.93,-0.12,-0.10,1.09,-0.1,7.6,32408,-0.27,-14.95,-5.55,15.95,"0645-2848"
-84.66,-86.38,-16.72,0.07,0.09,1.13,-0.1,5.3,32411,28.60,26.07,-0.25,38.70,"0645-1448"
-140.23,-362.34,-125.07,-0.12,-0.11,3.75,-1.4,6.6,32418,-12.85,14.48,-7.00,20.58,"0646-3932"
-652.45,-645.99,-119.74,0.13,0.14,2.04,-0.8,9.1,32420,-24.39,3.99,-6.51,25.56,"0646-1350"
-310.24,32.25,93.89,1.01,0.98,0.605,0.5,8.1,32421,-10.02,18.39,44.27,48.98,"0646+4146"
-413.69,-508.83,-119.97,1.14,1.11,3.37,-1.3,7.8,32422,-7.25,4.87,-13.31,15.92,"0646-2036"
-24.30,-1.21,5.69,0.96,1.01,0.00189,6.8,8.8,32423,31.93,50.47,-44.82,74.67,"0646+3233"
-314.76,35.32,96.55,1.60,1.62,1.94,-0.7,6.9,32433,-10.56,0.03,6.79,12.55,"0646+4215"
-165.04,-391.23,-131.28,-0.12,-0.11,6.6,-2.0,6.2,32434,-18.69,15.10,-6.19,24.81,"0646-3747"
-59.33,26.04,26.82,0.08,0.10,0.559,0.6,4.9,32438,9.39,14.82,0.08,17.54,"0646+5927 12 Lyn"
-11.22,11.38,7.94,0.53,0.60,0.0212,4.2,5.4,32439,-41.58,-4.59,1.86,41.87,"0646+7934"
-715.58,-687.92,-121.26,3.35,3.37,0.887,0.1,10.1,32442,-43.44,-13.72,8.47,46.33,"0646-1252"
-286.97,-79.63,38.60,-0.06,-0.04,1.34,-0.3,7.1,32451,-8.00,-12.16,9.33,17.29,"0646+1850"
-586.32,-785.72,-197.14,-0.15,-0.15,4.88,-1.7,8.3,32454,-15.24,12.18,-4.54,20.03,"0646-2308"
-310.68,-143.08,16.88,-0.17,-0.18,5.03,-1.8,5.9,32463,-4.94,2.43,-4.10,6.86,"0646+0835 16 Mon"
-258.79,-116.19,15.40,1.50,1.53,0.961,0.0,7.3,32464,-1.81,-11.55,3.75,12.28,"0646+0912"
-471.30,-584.61,-137.20,1.15,1.11,4.54,-1.6,7.8,32467,-10.88,10.02,-11.56,18.77,"0646-2048"
-122.55,-108.10,-16.15,-0.05,-0.03,1.47,-0.4,5.7,32474,-5.71,8.33,-1.60,10.22,"0646-1006"
-11.83,-116.79,-48.64,0.86,0.87,0.425,0.9,6.5,32477,-5.08,23.74,-14.75,28.40,"0646-5442"
-15.61,2.09,4.97,0.57,0.65,0.0219,4.2,5.2,32480,35.69,24.98,4.66,43.81,"0646+4335 psi5 Aur"
-56.07,-245.49,-94.10,1.40,1.38,1.2,-0.2,7.0,32481,-8.55,25.39,22.44,34.94,"0646-4748"
-151.02,-536.66,-198.28,1.48,1.50,2.23,-0.9,8.0,32484,-6.04,36.36,-6.71,37.46,"0646-4458"
-94.97,-29.81,11.47,0.41,0.47,0.186,1.8,6.8,32488,-33.15,-6.41,14.94,36.93,"0646+1646"
-55.08,21.49,23.80,0.96,0.95,0.297,1.3,5.3,32489,-11.54,10.61,15.40,21.97,"0646+5710 13 Lyn"
-137.20,-138.79,-25.76,-0.02,0.00,2.99,-1.2,5.3,32492,-8.40,12.13,7.06,16.35,"0646-1426 11 CMa"
-41.87,-255.01,-101.88,1.33,1.35,5.39,-1.8,5.4,32494,119.39,25.93,-49.97,132.00,"0646-5116"
17.20,-30.29,-17.86,0.43,0.50,0.0399,3.5,6.5,32500,10.89,12.17,6.43,17.55,"0646-8701"
-125.88,-157.46,-36.79,-0.16,-0.16,1.57,-0.5,6.1,32504,-10.48,10.12,-6.83,16.09,"0647-2101 HK CMa"
-972.68,-86.57,215.40,1.07,3.79,1.72,-0.6,9.4,32512,-56.23,-54.25,-23.76,81.67,"0647+3016"
9.18,-299.93,-134.77,0.47,0.54,0.468,0.8,8.4,32521,19.39,-1.51,-3.82,19.82,"0647-6148"
-14.39,-168.73,-70.65,1.55,1.54,1.94,-0.7,5.6,32531,-14.99,-17.06,-1.54,22.76,"0647-5532"
-134.17,-63.44,7.13,1.40,1.36,2.73,-1.1,4.8,32533,-34.34,-4.74,-9.07,35.83,"0647+0802 17 Mon"
-37.36,-89.60,-29.72,-0.08,-0.06,0.804,0.2,5.3,32537,-4.52,-25.85,-12.77,29.19,"0647-3756"
-125.99,-36.61,16.86,0.07,0.08,0.505,0.7,6.3,32539,-1.91,-13.15,-2.38,13.50,"0647+1812"
-344.32,236.57,194.52,0.03,0.04,1.07,-0.1,8.2,32549,-5.54,4.35,2.07,7.34,"0647+6937"
-304.13,-260.01,-34.52,1.79,2.05,15,-2.9,5.1,32558,-11.71,1.22,-2.65,12.06,"0647-0900"
-14.84,0.44,4.10,-0.10,-0.08,3.56e-05,11.1,12.1,32560,-82.23,-39.30,-11.67,91.88,"0647+3731"
-119.58,27.05,43.35,1.13,1.09,1.38,-0.4,5.2,32562,16.61,19.44,3.42,25.80,"0647+4847 psi6 Aur"
-214.05,90.01,95.96,0.44,0.51,0.047,3.3,10.3,32567,-431.06,-403.79,-70.60,594.85,"0647+5838"
-98.71,-57.86,0.61,1.10,1.06,2.11,-0.8,4.5,32578,0.50,7.39,-2.00,7.67,"0647+0225 18 Mon"
-252.82,-157.02,-2.19,0.23,0.26,0.24,1.6,8.9,32586,10.49,16.18,6.20,20.25,"0647+0046"
-228.49,-781.70,-282.67,-0.27,-0.27,3.62,-1.4,8.3,32602,-23.05,16.29,-9.03,29.63,"0648-4418"
0.93,-27.68,-12.39,0.23,0.28,0.466,0.8,3.2,32607,-26.68,-3.69,-2.85,27.09,"0648-6157 alf Pic"
-41.14,14.76,17.39,0.00,0.00,0.135,2.2,5.5,32609,-5.26,-6.99,16.12,18.34,"0648+5542"
-33.32,-22.26,-0.91,0.29,0.33,0.0805,2.7,5.8,32617,23.32,22.03,-1.77,32.12,"0648-0119"
-952.32,88.52,291.99,1.34,1.30,12.2,-2.7,7.3,32623,-21.14,-11.96,-10.83,26.59,"0648+4118"
-382.77,-260.13,-12.22,1.54,1.59,1.97,-0.7,7.6,32624,-70.52,1.69,-9.83,71.22,"0648-0149"
-536.57,-281.10,19.50,1.74,2.52,2.97,-1.2,7.7,32627,-32.63,-10.55,3.80,34.50,"0648+0532"
-413.93,-211.40,17.50,1.22,1.18,2.75,-1.1,7.2,32631,5.26,18.72,-8.55,21.24,"0648+0612"
-45.04,-21.80,2.49,0.62,0.69,0.017,4.4,7.9,32650,117.45,-14.90,-51.20,128.99,"0648+0737"
-201.04,-92.58,13.28,0.90,0.90,0.839,0.2,6.9,32659,-7.39,-1.29,-11.99,14.14,"0648+0851"
-127.80,-133.31,-23.91,-0.10,-0.08,2.42,-1.0,5.4,32677,-2.90,-3.81,1.61,5.05,"0648-1509"
-515.26,-319.09,-0.76,-0.13,-0.13,12.6,-2.8,6.2,32682,-7.14,-1.99,0.99,7.47,"0649+0100"
-126.11,-18.05,26.08,0.14,0.15,0.367,1.1,6.7,32689,-13.16,-11.89,-4.71,18.35,"0649+2711"
-272.61,-61.18,46.82,0.04,0.05,0.947,0.1,7.3,32693,-33.69,-9.64,6.42,35.62,"0649+2218"
-140.72,-97.46,-4.53,-0.10,-0.08,1.47,-0.4,5.8,32698,1.32,10.41,-0.96,10.54,"0649-0216"
-182.08,-22.05,39.52,0.68,0.74,0.175,1.9,8.3,32700,46.64,-18.01,3.67,50.13,"0649+2832"
-218.09,-141.06,-2.41,-0.03,-0.01,0.166,1.9,9.0,32711,-13.95,-0.26,5.83,15.12,"0649-0012"
-870.80,-491.15,21.81,1.35,1.32,13.4,-2.8,7.2,32713,19.13,-12.51,-46.08,51.44,"0649+0341"
-66.13,4.77,19.99,0.63,0.69,0.0264,3.9,8.2,32719,-35.55,-31.35,24.14,53.20,"0649+4010"
-243.48,-199.50,-20.79,1.40,1.38,1.39,-0.4,7.1,32724,-15.87,16.34,7.99,24.14,"0649-0724"
-91.19,-4.98,22.58,1.30,1.26,0.456,0.9,5.7,32740,20.06,2.58,-21.54,29.54,"0649+3236 IS Gem"
-967.49,-166.74,190.17,1.56,1.58,19.1,-3.2,6.8,32743,-3.82,-200.85,63.03,210.54,"0649+2529"
-102.26,-143.09,-34.42,0.05,0.07,0.961,0.0,6.3,32744,20.09,11.61,3.68,23.49,"0649-2405"
-31.89,11.52,13.67,1.28,1.46,0.000933,7.6,10.4,32754,-47.78,-2.13,11.91,49.29,"0649+5552"
-267.79,-88.36,34.44,-0.14,-0.13,3.62,-1.4,5.9,32753,-4.01,7.52,-15.63,17.80,"0649+1612 33 Gem"
-108.77,-207.66,-60.60,-0.12,-0.10,23.3,-3.4,3.5,32759,-3.50,9.49,-3.90,10.84,"0649-3231 kap CMa"
-18.52,-156.32,-62.84,0.90,0.92,4.95,-1.7,4.4,32761,-7.60,-7.22,-0.03,10.48,"0649-5337"
-5.70,-23.06,-8.46,0.46,0.54,0.0559,3.1,5.1,32765,-38.22,2.71,14.65,41.02,"0649-4637"
-608.12,-469.51,-38.20,-0.08,-0.06,5.65,-1.9,7.5,32766,-4.47,18.23,0.49,18.77,"0649-0530"
-8.94,-51.58,-19.95,1.21,1.14,2.09,-0.8,2.9,32768,23.05,-22.86,-2.61,32.57,"0649-5037 tau Pup"
-13.72,6.25,6.45,1.21,1.35,0.000986,7.5,8.6,32769,73.88,15.89,12.42,76.58,"0649+6020"
-55.46,-206.33,-74.43,1.50,1.66,1.24,-0.2,6.5,32771,69.61,-10.16,-11.02,71.20,"0649-4527"
0.09,-30.41,-13.22,0.46,0.53,0.0395,3.5,6.1,32775,-6.96,-6.84,2.94,10.19,"0650-6015"
-524.71,-823.94,-213.99,-0.18,-0.19,15.1,-2.9,7.0,32782,-25.71,-3.09,3.22,26.10,"0650-2720"
-715.09,-691.20,-104.29,-0.13,-0.12,13.2,-2.8,7.2,32786,-8.94,31.64,1.67,32.92,"0650-1235"
-304.50,-13.68,77.33,0.18,0.20,0.203,1.7,9.2,32791,-26.21,1.71,1.07,26.29,"0650+3314"
-194.92,13.17,59.00,1.07,1.03,0.265,1.4,8.0,32792,-10.92,4.65,-10.81,16.06,"0650+3957"
-322.01,-4.69,86.03,1.01,0.99,1.52,-0.5,7.2,32794,-35.37,-23.87,-27.59,50.82,"0650+3504"
-933.02,-266.70,139.71,0.64,0.70,5.85,-1.9,8.0,32797,-18.42,-13.16,-34.51,41.27,"0650+1847"
-31.96,14.98,15.24,0.79,0.83,0.00532,5.7,8.6,32806,-10.80,0.94,-44.03,45.35,"0650+6055"
-132.78,-104.96,-9.05,-0.10,-0.08,0.262,1.5,7.6,32807,-15.66,-2.33,-2.78,16.08,"0650-0611"
-314.88,-351.13,-65.69,1.44,1.37,11.2,-2.6,5.8,32809,-6.70,12.06,-7.40,15.66,"0650-1705"
-101.48,-188.02,-53.55,0.09,0.11,2.45,-1.0,5.7,32810,-0.92,29.17,14.02,32.38,"0650-3142"
-428.44,-163.08,46.98,1.33,1.20,11.4,-2.6,5.7,32814,-14.13,-7.20,-0.73,15.87,"0650+1325 35 Gem"
-470.97,-478.22,-77.66,0.13,0.15,2.96,-1.2,8.0,32815,-9.39,13.19,-2.30,16.35,"0650-1406"
-341.37,-6.21,91.04,0.49,0.56,0.331,1.2,8.9,32818,-29.68,-39.67,-48.43,69.28,"0650+3452"
-532.28,-264.51,31.88,1.32,1.28,2.71,-1.1,7.8,32822,3.45,8.82,-2.34,9.76,"0650+0711"
-201.54,-300.06,-74.24,-0.18,-0.19,4.04,-1.5,6.3,32827,-12.66,6.18,0.91,14.12,"0650-2547"
-883.81,-465.97,41.95,0.73,0.78,3.6,-1.4,8.6,32831,-10.90,14.62,-16.03,24.28,"0650+0539"
-106.01,10.41,33.73,1.26,1.23,1.26,-0.3,5.0,32844,-66.36,-42.00,-11.20,79.33,"0650+4147 psi7 Aur"
-24.97,-16.43,-0.20,0.40,0.46,0.0436,3.4,5.8,32851,34.51,1.74,-1.96,34.61,"0650-0032"
-827.60,-561.16,-13.57,0.00,0.00,0.429,0.9,10.9,32854,-23.01,-29.03,16.33,40.49,"0650-0125"
-116.72,-241.56,-72.00,1.38,1.28,7.79,-2.2,5.0,32855,-2.90,-12.93,5.28,14.27,"0650-3422"
-611.92,-773.57,-164.78,-0.17,-0.17,13.7,-2.8,7.2,32856,-16.83,14.66,0.25,22.32,"0650-2054"
-204.16,128.56,111.91,-0.15,-0.15,6.22,-2.0,5.1,32864,10.90,21.77,10.95,26.69,"0650+6734 42 Cam"
-480.75,-475.88,-72.03,0.08,0.09,1.84,-0.7,8.5,32876,-8.25,18.77,-7.48,21.82,"0651-1313"
-37.71,-162.07,-59.38,1.15,1.11,0.375,1.1,7.3,32883,-34.01,-5.57,-1.19,34.49,"0651-4719"
-353.27,-316.98,-38.45,1.50,1.53,3.22,-1.3,7.1,32893,28.22,-14.70,1.07,31.83,"0651-1005"
-34.82,-59.61,-16.01,0.63,0.67,0.0122,4.8,9.0,32894,-46.80,-23.27,18.81,55.55,"0651-2934"
-266.80,-94.11,33.59,1.56,1.57,0.985,0.0,7.3,32896,-10.68,-45.97,19.54,51.08,"0651+1504"
-91.84,18.54,33.51,0.82,0.84,0.00878,5.1,10.1,32900,-17.13,16.83,15.68,28.68,"0651+4740"
31.44,-151.28,-73.81,-0.11,-0.09,2.01,-0.8,5.4,32912,-6.26,-7.73,5.44,11.33,"0651-7058 iot Vol"
-827.47,-561.40,-10.81,0.00,0.00,0.766,0.3,10.3,32915,-23.07,2.77,-114.78,117.11,"0651-0122"
-42.03,-196.05,-72.53,1.21,1.14,1.23,-0.2,6.4,32918,26.65,16.64,25.02,40.17,"0651-4818"
-17.40,3.41,6.32,1.23,1.39,0.000932,7.6,8.9,32919,-35.28,-28.54,-24.49,51.57,"0651+4722"
-155.64,-37.04,27.51,-0.02,0.00,2.04,-0.8,5.3,32921,-21.55,-14.48,-2.34,26.07,"0651+2146 36 Gem"
-223.79,-182.20,-15.85,0.03,0.05,1.95,-0.7,6.6,32923,-22.95,1.24,2.94,23.17,"0651-0657"
-929.50,-352.70,107.84,0.00,0.02,2.17,-0.8,9.2,32925,-11.63,2.93,-0.34,12.00,"0651+1337"
-200.69,-91.60,16.68,1.36,1.33,0.899,0.1,6.8,32926,7.03,-10.36,7.81,14.76,"0651+0926"
-78.87,-45.99,2.29,0.05,0.06,0.236,1.6,6.4,32931,-5.35,-7.24,3.75,9.76,"0651+0303"
-32.05,-111.25,-38.81,0.94,0.99,0.0842,2.7,8.1,32935,-72.41,-52.49,82.67,121.79,"0651-4418"
-21.55,-48.53,-14.81,0.18,0.20,0.128,2.2,5.9,32938,19.42,12.27,-9.03,24.68,"0651-3614"
-878.54,-475.84,41.67,0.01,0.03,17.2,-3.1,6.9,32947,7.02,8.13,2.64,11.06,"0651+0505"
-70.78,95.11,60.63,1.18,1.14,0.41,1.0,6.6,32948,-59.30,-5.08,17.80,62.12,"0651+8641"
-324.63,58.47,115.99,1.05,1.02,1.33,-0.3,7.4,32949,0.08,23.42,-4.49,23.84,"0651+4629"
-188.73,-96.57,11.52,1.03,1.01,0.476,0.8,7.4,32960,24.05,22.63,14.90,36.23,"0651+0636"
-79.12,-34.16,7.55,0.59,0.66,0.0652,3.0,7.7,32962,-69.98,13.11,-7.77,71.62,"0651+1048"
-134.48,-23.30,27.76,0.16,0.18,0.387,1.0,6.8,32964,18.32,25.56,-0.86,31.46,"0651+2539"
-151.30,-31.44,29.02,1.47,1.48,1.32,-0.3,5.7,32968,-36.50,12.27,-14.83,41.26,"0652+2336"
-605.81,-397.62,0.36,0.03,0.15,2.44,-1.0,8.3,32977,8.82,11.63,4.40,15.25,"0652-0017"
-236.86,-250.63,-40.51,1.02,0.99,0.458,0.8,8.6,32981,3.32,19.57,22.25,29.82,"0652-1512"
-6.88,-5.31,-0.33,1.07,1.04,0.00177,6.9,6.6,32984,12.03,30.88,-12.65,35.47,"0652-0510"
-115.48,-89.49,-5.64,0.98,0.88,0.645,0.5,6.3,32990,-13.99,-4.26,-12.08,18.97,"0652-0519"
-260.43,16.68,80.91,1.23,1.19,1.13,-0.1,7.0,33002,-63.84,15.86,41.44,77.74,"0652+3955"
-673.72,-330.01,50.17,-0.02,0.00,5.81,-1.9,7.5,33005,9.07,17.72,-4.01,20.31,"0652+0749"
-33.24,-103.66,-34.81,0.42,0.46,0.322,1.2,6.5,33006,-0.58,-20.15,-13.48,24.25,"0652-4230"
-1.59,-132.70,-56.14,0.18,0.20,0.567,0.6,6.4,33012,-18.80,19.45,5.37,27.58,"0652-5920"
-400.88,-438.74,-73.27,-0.10,-0.08,5,-1.7,7.1,33013,-11.52,14.24,-5.12,19.02,"0652-1612"
-42.17,-392.02,-155.19,1.08,1.09,4.27,-1.6,6.6,33016,-10.85,5.61,0.73,12.24,"0652-5405"
-34.72,-118.53,-40.68,-0.10,-0.09,0.437,0.9,6.5,33015,-0.06,-7.61,1.82,7.83,"0652-4359"
-58.18,-2.14,15.62,0.10,0.14,1.32,-0.3,3.6,33018,-12.23,2.65,7.11,14.40,"0652+3358 the Gem"
-56.28,-26.99,4.49,0.27,0.30,0.196,1.8,5.8,33024,-14.21,0.30,-3.67,14.68,"0652+0823"
-564.54,-23.48,150.74,1.22,1.18,1.9,-0.7,8.1,33032,-31.67,-25.71,-11.64,42.42,"0652+3341"
-597.58,-784.84,-164.06,0.18,0.20,3.73,-1.4,8.6,33035,-24.12,8.50,8.54,26.96,"0652-2150"
-734.89,-435.76,23.79,1.11,1.07,10.7,-2.6,7.1,33036,-9.81,17.98,-5.62,21.24,"0652+0244"
-134.16,-210.06,-51.22,1.41,2.95,1.9,-0.7,6.3,33040,78.93,-2.39,-33.15,85.64,"0653-2657"
-155.41,7.06,47.31,0.41,0.47,0.96,0.0,6.1,33041,8.81,22.31,7.37,25.09,"0653+3852 OX Aur"
-457.17,-857.80,-234.89,1.55,1.62,0.597,0.6,10.6,33042,-58.21,-13.08,-42.56,73.28,"0653-3146"
-206.07,-1.36,58.19,1.46,1.46,1.78,-0.6,6.0,33044,3.04,11.37,5.48,12.99,"0653+3547"
-113.84,49.40,53.50,0.68,0.73,1.34,-0.3,5.3,33048,-25.35,1.29,3.20,25.58,"0653+5927 14 Lyn"
-145.39,-26.33,30.29,0.33,0.38,0.247,1.5,7.4,33054,-14.95,-14.22,1.25,20.67,"0653+2518"
-102.97,15.34,35.92,0.24,0.27,0.387,1.0,6.2,33056,-3.09,-12.78,2.11,13.32,"0653+4450"
-229.43,-174.18,-8.53,2.46,2.46,0.44,0.9,8.2,33059,-21.60,-8.46,6.15,24.00,"0653-0434"
